SECTION_DE,SECTION_LE,ROAD_NUMBE,ROAD_HIERA,NO_OF_LANE,SECTION_WI,SPEED_LIMI,ROAD_CLASS,ROAD_NAME,DISTRICT_N,WARD_NAME,NSG_USRN,EAST_SUSSE,Section_ID,X,Y,Route_ID,Zone
99,86,U2309,M105,2,6.5,30,UU,GLADSTONE CLOSE,4 Eastbourne,Eastbourne,13201169,4b,1440U2309_/0010,0,836,149,27
99,88,U7342,M105,2,6.5,30,UU,WALNUT WALK,3 Wealden,Polegate,42701468,4b,1440U7342_/0040,0,831,443,19
99,87,U7948,M105,2,6.5,30,UU,ANDERIDA ROAD,3 Wealden,Willingdon and Jevington,42701511,4b,1440U7948_/0012,0,6,508,20
99,87,U7934,M105,2,6.5,30,UU,TOTT YEW ROAD,3 Wealden,Willingdon and Jevington,42702119,4b,1440U7934_/0012,0,6,922,19
99,89,U2082,M105,2,6.5,30,UU,FRAMFIELD WAY,4 Eastbourne,Eastbourne,13200723,4b,1440U2082_/0155,0,6,306,21
99,88,U7342,M105,2,6.5,30,UU,BURNSIDE,3 Wealden,Polegate,42701467,4b,1440U7342_/0030,0,1,931,19
99,89,U7321,M105,2,6.5,30,UU,WHEELWRIGHT CLOSE,3 Wealden,Willingdon and Jevington,42702670,4b,1440U7321_/0032,0,46,174,20
99,88,U2078,M105,2,6.5,30,UU,SPRING CLOSE,4 Eastbourne,Eastbourne,13200762,4b,1440U2078_/0050,0,1,680,20
99,88,U2075,M105,2,6.5,30,UU,BADGERS BROW,4 Eastbourne,Eastbourne,13200961,4b,1440U2075_/0100,0,996,930,20
99,89,U2239,M105,2,6.5,30,UU,FAYGATE ROAD SERVICE ROAD,4 Eastbourne,Eastbourne,13200700,4b,1440U2239_/0120,0,746,945,20
99,91,U7733,M105,2,6.5,30,UU,MAYFAIR CLOSE,3 Wealden,Willingdon and Jevington,42701486,4b,1440U7733_/0010,0,46,317,19
99,90,U2253,M105,2,6.5,30,UU,WELBECK CLOSE,4 Eastbourne,Eastbourne,13200794,4b,1440U2253_/0050,0,996,788,20
99,90,U2082,M105,2,6.5,30,UU,LULLINGTON CLOSE,4 Eastbourne,Eastbourne,13200718,4b,1440U2082_/0040,0,421,881,21
99,90,U2072,M105,2,6.5,30,UU,GARNET DRIVE SERVICE ROAD,4 Eastbourne,Eastbourne,13200731,4b,1440U2072_/0040,0,791,572,21
99,91,U7757,M105,2,6.5,30,UU,SALISBURY CLOSE,3 Wealden,Willingdon and Jevington,42701946,4b,1440U7757_/0080,0,6,864,20
99,92,U7342,M105,2,6.5,30,UU,SPURWAY PARK,3 Wealden,Polegate,42702183,4b,1440U7342_/0112,0,691,266,19
99,92,U2078,M105,2,6.5,30,UU,HOO GARDENS,4 Eastbourne,Eastbourne,13200758,4b,1440U2078_/0020,0,991,517,20
99,93,U2229,M105,2,6.5,30,UU,THE HYDNEYE,4 Eastbourne,Eastbourne,13200901,4b,1440U2229_/0050,0,206,658,27
99,95,U2234,M105,2,6.5,30,UU,FRENCHGATE CLOSE,4 Eastbourne,Eastbourne,13200671,4b,1440U2234_/0030,0,986,678,27
99,96,U2250,M105,2,6.5,30,UU,BLACKTHORN CLOSE,4 Eastbourne,Eastbourne,13200817,4b,1440U2250_/0110,0,1,950,20
99,96,U7958,M105,2,6.5,30,UU,WANNOCK GARDENS,3 Wealden,Willingdon and Jevington,42701914,4b,1440U7958_/0012,0,6,929,19
99,97,U2250,M105,2,6.5,30,UU,ASPEN ROAD,4 Eastbourne,Eastbourne,13200912,4b,1440U2250_/0100,0,1,392,20
99,97,U7739,M105,2,6.5,30,UU,WATERMILL CLOSE,3 Wealden,Willingdon and Jevington,42701492,4b,1440U7739_/0040,0,201,448,19
99,97,U7342,M105,2,6.5,30,UU,WALNUT WALK,3 Wealden,Polegate,42702973,4b,1440U7342_/0047,0,1,317,19
99,96,U7946,M105,2,6.5,30,UU,HAWKSBRIDGE CLOSE,3 Wealden,Willingdon and Jevington,42701509,4b,1440U7946_/0040,0,1,957,20
99,97,U2253,M105,2,6.5,30,UU,CROXDEN WAY,4 Eastbourne,Eastbourne,13200912,4b,1440U2253_/0042,0,1,583,20
99,98,U2073,M105,2,6.5,30,UU,MARCIA CLOSE,4 Eastbourne,Eastbourne,13200745,4b,1440U2073_/0010,0,491,202,20
99,98,U2082,M105,2,6.5,30,UU,FRAMFIELD WAY,4 Eastbourne,Eastbourne,13200723,4b,1440U2082_/0140,0,1,369,21
99,99,U7958,M105,2,6.5,30,UU,WANNOCK GARDENS,3 Wealden,Willingdon and Jevington,42701914,4b,1440U7958_/0016,0,951,253,19
99,100,U2257,M105,2,6.5,30,UU,CLIFTON CLOSE,4 Eastbourne,Eastbourne,13200863,4b,1440U2257_/0020,0,6,78,21
99,99,U2078,M105,2,6.5,30,UU,Upper Kings Drive,4 Eastbourne,Eastbourne,13200760,4b,1440U2078_/0045,0,496,834,20
99,99,U2255,M105,2,6.5,30,UU,ST MARTINS ROAD,4 Eastbourne,Eastbourne,13200784,4b,1440U2255_/0010,0,266,665,20
99,101,U7938,M105,2,6.5,30,UU,CHURCH CLOSE,3 Wealden,Willingdon and Jevington,42701917,4b,1440U7938_/0010,0,1,221,19
99,100,U2254,M105,2,6.5,30,UU,JORDANS LANE WEST,4 Eastbourne,Eastbourne,13201189,4b,1440U2254_/0037,0,331,713,20
99,102,U7941,M105,2,6.5,30,UU,THE CRESCENT,3 Wealden,Willingdon and Jevington,42701921,4b,1440U7941_/0010,0,6,374,19
99,101,U7939,M105,2,6.5,30,UU,COPPICE CLOSE,3 Wealden,Willingdon and Jevington,42701919,4b,1440U7939_/0010,0,1,739,19
99,102,U2082,M105,2,6.5,30,UU,SELSFIELD CLOSE,4 Eastbourne,Eastbourne,13200721,4b,1440U2082_/0120,0,986,786,21
99,103,U2253,M105,2,6.5,30,UU,LIMETREE AVENUE,4 Eastbourne,Eastbourne,13200791,4b,1440U2253_/0020,0,1,116,20
99,102,U2243,M105,2,6.5,30,UU,CUCKMERE WALK,4 Eastbourne,Eastbourne,13200778,4b,1440U2243_/0010,0,996,792,20
99,104,U7224,M105,2,6.5,30,UU,NORTHFIELD,3 Wealden,Polegate,42701389,4b,1440U7224_/0010,0,996,233,19
99,104,U2075,M105,2,6.5,30,UU,CROUCH CLOSE,4 Eastbourne,Eastbourne,13200754,4b,1440U2075_/0060,0,996,110,20
99,107,U2239,M105,2,6.5,30,UU,FIRWOOD CLOSE,4 Eastbourne,Eastbourne,42701153,4b,1440U2239_/0010,0,901,1,20
99,107,U2076,M105,2,6.5,30,UU,CHALK FARM CLOSE,4 Eastbourne,Eastbourne,13200869,4b,1440U2076_/0010,0,1,631,20
99,107,U7686,M105,2,6.5,30,UU,OLD DRIVE,3 Wealden,Polegate,42701454,4b,1440U7686_/0015,0,1,787,19
99,109,U7954,M105,2,6.5,30,UU,JORDANS LANE WEST,3 Wealden,Willingdon and Jevington,42701981,4b,1440U7954_/0010,0,1,242,20
99,110,U2253,M105,2,6.5,30,UU,BYLAND CLOSE,4 Eastbourne,Eastbourne,13200912,4b,1440U2253_/0092,0,6,920,20
99,111,U2230,M105,2,6.5,30,UU,CADE STREET,4 Eastbourne,Eastbourne,13200688,4b,1440U2230_/0020,0,1,504,27
99,110,U7739,M105,2,6.5,30,UU,WINDMILL PLACE,3 Wealden,Willingdon and Jevington,42701493,4b,1440U7739_/0050,0,6,896,19
99,111,U2239,M105,2,6.5,30,UU,BINSTED CLOSE,4 Eastbourne,Eastbourne,13200699,4b,1440U2239_/0110,0,601,948,20
99,111,U7958,M105,2,6.5,30,UU,WANNOCK GARDENS,3 Wealden,Willingdon and Jevington,42701914,4b,1440U7958_/0010,0,996,813,19
99,111,U2079,M105,2,6.5,30,UU,WEATHERBY CLOSE,4 Eastbourne,Eastbourne,13200738,4b,1440U2079_/0030,0,666,760,20
99,113,U2221,M104,2,6.5,30,UU,HIGHFIELD ROUNDABOUT,4 Eastbourne,Eastbourne,32500394,4a,1440U2221_/0035,0,56,85,27
99,114,U2227,M105,2,6.5,30,UU,MARSHALL ROAD,4 Eastbourne,Eastbourne,42701153,4b,1440U2227_/0032,0,1,489,27
99,115,U7734,M105,2,6.5,30,UU,REYNOLDSTOWN LANE,3 Wealden,Polegate,42701463,4b,1440U7734_/0070,0,36,995,19
99,116,U2227,M105,2,6.5,30,UU,FARADAY CLOSE,4 Eastbourne,Eastbourne,13200912,4b,1440U2227_/0020,0,996,433,27
99,115,U7342,M105,2,6.5,30,UU,COURTLAND ROAD,3 Wealden,Polegate,42701476,4b,1440U7342_/0120,0,1,554,19
99,115,U2253,M105,2,6.5,30,UU,LARCH GARDENS,4 Eastbourne,Eastbourne,13200790,4b,1440U2253_/0010,0,396,779,20
99,116,U2235,M105,2,6.5,30,UU,TUGWELL ROAD,4 Eastbourne,Eastbourne,13200684,4b,1440U2235_/0080,0,41,775,27
99,118,U2253,M105,2,6.5,30,UU,MALVERN CLOSE,4 Eastbourne,Eastbourne,13200799,4b,1440U2253_/0120,0,1,441,20
99,118,U2246,M105,2,6.5,30,UU,WALDRON CLOSE,4 Eastbourne,Eastbourne,13200769,4b,1440U2246_/0110,0,246,312,20
99,119,U2075,M105,2,6.5,30,UU,ANGUS CLOSE,4 Eastbourne,Eastbourne,13200751,4b,1440U2075_/0040,0,61,727,20
99,121,U2253,M105,2,6.5,30,UU,KIRKSTALL CLOSE,4 Eastbourne,Eastbourne,13200800,4b,1440U2253_/0112,0,951,963,20
99,122,U2253,M105,2,6.5,30,UU,TINTERN CLOSE,4 Eastbourne,Eastbourne,42701153,4b,1440U2253_/0084,0,796,414,20
99,122,U7342,M105,2,6.5,30,UU,SPURWAY PARK,3 Wealden,Polegate,42702183,4b,1440U7342_/0117,0,6,390,19
99,121,U2250,M105,2,6.5,30,UU,Ash Close,3 Wealden,Pevensey,13200806,4b,1440U2250_/0092,0,6,617,20
99,124,U2249,M105,2,6.5,30,UU,CEDAR CLOSE,4 Eastbourne,Eastbourne,13200786,4b,1440U2249_/0022,0,996,586,20
99,124,U2250,M105,2,6.5,30,UU,TAMARACK CLOSE,4 Eastbourne,Eastbourne,13200912,4b,1440U2250_/0040,0,571,924,20
99,125,U2250,M105,2,6.5,30,UU,MULBERRY CLOSE,4 Eastbourne,Eastbourne,42701153,4b,1440U2250_/0160,0,1,769,20
99,126,U2082,M105,2,6.5,30,UU,TOVEY CLOSE,4 Eastbourne,Eastbourne,13200719,4b,1440U2082_/0090,0,6,664,21
99,129,U2229,M105,2,6.5,30,UU,OTHAM ROAD,4 Eastbourne,Eastbourne,13200679,4b,1440U2229_/0030,0,6,315,27
99,129,U2249,M105,2,6.5,30,UU,CEDAR CLOSE,4 Eastbourne,Eastbourne,13200786,4b,1440U2249_/0020,0,1,603,20
99,130,U2243,M105,2,6.5,30,UU,MEADOWLANDS AVENUE,4 Eastbourne,Eastbourne,13200772,4b,1440U2243_/0022,0,1,625,20
99,130,U2253,M105,2,6.5,30,UU,LARCH GARDENS,4 Eastbourne,Eastbourne,13200790,4b,1440U2253_/0012,0,411,783,20
99,132,U7739,M105,2,6.5,30,UU,CROFT CLOSE,3 Wealden,Willingdon and Jevington,42702182,4b,1440U7739_/0060,0,896,648,19
99,132,U2255,M105,2,6.5,30,UU,WESTMINSTER CLOSE,4 Eastbourne,Eastbourne,13200783,4b,1440U2255_/0030,0,511,960,20
99,132,U7739,M105,2,6.5,30,UU,CLEMENT LANE,3 Wealden,Willingdon and Jevington,42701491,4b,1440U7739_/0020,0,1,896,19
99,136,U2231,M105,2,6.5,30,UU,LOTTBRIDGE DRIVE,4 Eastbourne,Eastbourne,13200853,4b,1440U2231_/0015,0,256,11,27
99,136,U2246,M105,2,6.5,30,UU,HAYSTOUN CLOSE,4 Eastbourne,Eastbourne,13200865,4b,1440U2246_/0030,0,1,549,20
99,137,U2226,M104,2,6.5,30,UU,MARSHALL ROUNDABOUT,4 Eastbourne,Eastbourne,42701153,4a,1440U2226_/0030,0,796,432,27
99,136,U7937,M105,2,6.5,30,UU,BROADVIEW CLOSE,3 Wealden,Willingdon and Jevington,42701918,4b,1440U7937_/0010,0,996,580,19
99,139,U7138,M105,2,6.5,30,UU,SEVEN SISTERS ROAD,3 Wealden,Willingdon and Jevington,42701502,4b,1440U7138_/0014,0,1,766,20
99,141,U7946,M105,2,6.5,30,UU,THE GREEN WALK,3 Wealden,Willingdon and Jevington,42702668,4b,1440U7946_/0012,0,1,241,20
99,141,U2253,M105,2,6.5,30,UU,FOUNTAINS CLOSE,4 Eastbourne,Eastbourne,13200797,4b,1440U2253_/0102,0,6,899,20
99,141,U2243,M105,2,6.5,30,UU,THE BROADWAY,4 Eastbourne,Eastbourne,13200912,4b,1440U2243_/0080,0,1,598,20
99,144,U2079,M105,2,6.5,30,UU,WARBURTON CLOSE,4 Eastbourne,Eastbourne,13200737,4b,1440U2079_/0020,0,276,228,20
99,145,U2082,M105,2,6.5,30,UU,ERIDGE ROAD SERVICE ROAD,4 Eastbourne,Eastbourne,13200717,4b,1440U2082_/0070,0,926,309,21
99,145,U7757,M105,2,6.5,30,UU,THE CLOISTERS,3 Wealden,Willingdon and Jevington,42702658,4b,1440U7757_/0081,0,6,364,20
99,146,U2228,M105,2,6.5,30,UU,FLETCHING ROAD,4 Eastbourne,Eastbourne,42701153,4b,1440U2228_/0060,0,851,337,27
99,146,U2226,M104,2,6.5,30,UU,MOUNTFIELD ROUNDABOUT,4 Eastbourne,Eastbourne,13200855,4a,1440U2226_/0010,0,1,658,27
99,146,U7932,M105,2,6.5,30,UU,THE MILL RACE,3 Wealden,Willingdon and Jevington,42701483,4b,1440U7932_/0010,0,986,639,19
99,147,U2250,M105,2,6.5,30,UU,ASH CLOSE,4 Eastbourne,Eastbourne,13200806,4b,1440U2250_/0090,0,116,368,20
99,148,U7931,M105,2,6.5,30,UU,GROSVENOR CLOSE,3 Wealden,Willingdon and Jevington,42701482,4b,1440U7931_/0010,0,6,116,19
99,147,U2236,M104,2,6.5,30,UU,NEVILL AVENUE,4 Eastbourne,Eastbourne,13200706,4a,1440U2236_/0020,0,531,526,20
99,147,U7756,M105,2,6.5,30,UU,GORRINGE DRIVE,3 Wealden,Willingdon and Jevington,42701926,4b,1440U7756_/0010,0,641,522,20
99,150,U7756,M105,2,6.5,30,UU,GORRINGE CLOSE,3 Wealden,Willingdon and Jevington,42701928,4b,1440U7756_/0030,0,6,551,20
99,151,U2238,M105,2,6.5,30,UU,ELM GROVE,4 Eastbourne,Eastbourne,13200708,4b,1440U2238_/0030,0,1,272,20
99,151,U2242,M105,2,6.5,30,UU,LINDFIELD ROAD,4 Eastbourne,Eastbourne,13200780,4b,1440U2242_/0012,0,996,629,20
99,153,U7757,M105,2,6.5,30,UU,ST MARYS CLOSE,3 Wealden,Willingdon and Jevington,42701941,4b,1440U7757_/0030,0,996,150,20
99,153,U2232,M105,2,6.5,30,UU,WADHURST CLOSE,4 Eastbourne,Eastbourne,13200703,4b,1440U2232_/0010,0,331,74,27
99,153,U7734,M105,2,6.5,30,UU,BROWN JACK AVENUE,3 Wealden,Polegate,42701462,4b,1440U7734_/0060,0,1,328,19
99,153,U2253,M105,2,6.5,30,UU,WALSINGHAM CLOSE,4 Eastbourne,Eastbourne,13200795,4b,1440U2253_/0070,0,1,875,20
99,154,U2254,M105,2,6.5,30,UU,SEVEN SISTERS ROAD,4 Eastbourne,Eastbourne,13200787,4b,1440U2254_/0020,0,1,33,20
99,155,U7952,M105,2,6.5,30,UU,WEALDEN PARK,3 Wealden,Willingdon and Jevington,42701954,4b,1440U7952_/0020,0,236,894,20
99,156,U2253,M105,2,6.5,30,UU,FOUNTAINS CLOSE,4 Eastbourne,Eastbourne,13200797,4b,1440U2253_/0100,0,6,520,20
99,156,U2256,M105,2,6.5,30,UU,ST DAVIDS CLOSE,4 Eastbourne,Eastbourne,13200785,4b,1440U2256_/0010,0,541,943,20
99,157,U2234,M105,2,6.5,30,UU,COURT ROAD,4 Eastbourne,Eastbourne,13200670,4b,1440U2234_/0040,0,1,516,27
99,161,U7936,M105,2,6.5,30,UU,FARMLANDS CLOSE,3 Wealden,Willingdon and Jevington,42701484,4b,1440U7936_/0010,0,6,14,19
99,162,U2253,M105,2,6.5,30,UU,KIRKSTALL CLOSE,4 Eastbourne,Eastbourne,13200800,4b,1440U2253_/0110,0,51,435,20
99,163,U2253,M105,2,6.5,30,UU,TINTERN CLOSE,4 Eastbourne,Eastbourne,42701153,4b,1440U2253_/0080,0,211,689,20
99,165,U7224,M105,2,6.5,30,UU,NORTHFIELD,3 Wealden,Polegate,42701389,4b,1440U7224_/0015,0,1,501,19
99,165,U2246,M105,2,6.5,30,UU,HAYSTOUN CLOSE,4 Eastbourne,Eastbourne,13200912,4b,1440U2246_/0032,0,1,496,20
99,164,U2236,M104,2,6.5,30,UU,MOUNTFIELD ROAD,4 Eastbourne,Eastbourne,13200902,4a,1440U2236_/0040,0,31,628,27
99,166,U2229,M105,2,6.5,30,UU,BODIAM CRESCENT,4 Eastbourne,Eastbourne,13200676,4b,1440U2229_/0020,0,6,159,27
99,167,U2250,M105,2,6.5,30,UU,ELDERWOOD CLOSE,4 Eastbourne,Eastbourne,13200808,4b,1440U2250_/0020,0,1,168,20
99,167,U7138,M105,2,6.5,30,UU,SEVEN SISTERS ROAD,3 Wealden,Willingdon and Jevington,42701502,4b,1440U7138_/0012,0,6,832,20
99,167,U7740,M105,2,6.5,30,UU,OLDFIELD AVENUE,3 Wealden,Willingdon and Jevington,42702975,4b,1440U7740_/0010,0,761,536,19
99,168,U7934,M105,2,6.5,30,UU,TOTT YEW ROAD,3 Wealden,Willingdon and Jevington,42702119,4b,1440U7934_/0005,0,6,999,19
99,167,U7225,M105,2,6.5,30,UU,WILLOW DRIVE,3 Wealden,Polegate,42701388,4b,1440U7225_/0010,0,1,771,19
99,169,U7757,M105,2,6.5,30,UU,WILLINGDON WAY,3 Wealden,Willingdon and Jevington,42701943,4b,1440U7757_/0050,0,6,155,20
99,169,U7740,M105,2,6.5,30,UU,DOWNSVIEW ROAD,3 Wealden,Willingdon and Jevington,42701923,4b,1440U7740_/0020,0,1,80,19
99,170,U2266,M105,2,3.78,30,UU,REGENTS PLACE,4 Eastbourne,Eastbourne,13201234,4b,1440U2266_/0010,0,691,195,21
99,170,U2072,M105,2,6.5,30,UU,GARNET DRIVE,4 Eastbourne,Eastbourne,13200732,4b,1440U2072_/0050,0,666,860,21
99,172,U2236,M104,2,6.5,30,UU,BRASSEY AVENUE,4 Eastbourne,Eastbourne,13200903,4a,1440U2236_/0035,0,736,21,20
99,172,U2082,M105,2,6.5,30,UU,CHALVINGTON ROAD,4 Eastbourne,Eastbourne,13200711,4b,1440U2082_/0010,0,1,696,21
99,174,U7647,M105,2,6.5,30,UU,MILL WAY,3 Wealden,Willingdon and Jevington,42702975,4b,1440U7647_/0030,0,1,54,19
99,176,U2227,M105,2,6.5,30,UU,BRAMPTON ROAD,4 Eastbourne,Eastbourne,13200912,4b,1440U2227_/0005,0,1,954,27
99,177,U2250,M105,2,6.5,30,UU,SUMACH CLOSE,4 Eastbourne,Eastbourne,13200815,4b,1440U2250_/0140,0,6,368,20
99,176,U7734,M105,2,6.5,30,UU,GAINSBOROUGH LANE,3 Wealden,Polegate,42702975,4b,1440U7734_/0030,0,1,754,19
99,179,U2233,M105,2,6.5,30,UU,HAMPDEN AVENUE,4 Eastbourne,Eastbourne,42701153,4b,1440U2233_/0010,0,706,614,27
99,180,U2249,M105,2,6.5,30,UU,PINEWOOD CLOSE,4 Eastbourne,Eastbourne,13200912,4b,1440U2249_/0010,0,996,675,20
99,181,U2253,M105,2,6.5,30,UU,WOBURN WAY,4 Eastbourne,Eastbourne,13200798,4b,1440U2253_/0130,0,1,27,20
99,181,U7740,M105,2,6.5,30,UU,SOUTHDOWN AVENUE,3 Wealden,Willingdon and Jevington,42701925,4b,1440U7740_/0030,0,181,427,19
99,182,U2230,M105,2,6.5,30,UU,THE HYDNEYE,4 Eastbourne,Eastbourne,13200901,4b,1440U2230_/0050,0,6,184,27
99,184,U7733,M105,2,6.5,30,UU,LANCING WAY,3 Wealden,Willingdon and Jevington,42701495,4b,1440U7733_/0030,0,1,121,19
99,184,U2235,M105,2,6.5,30,UU,WINKNEY ROAD,4 Eastbourne,Eastbourne,13200912,4b,1440U2235_/0070,0,1,526,27
99,185,U2241,M105,2,6.5,30,UU,HOWLETTS CLOSE,4 Eastbourne,Eastbourne,13200705,4b,1440U2241_/0010,0,41,312,20
99,187,U2246,M105,2,6.5,30,UU,AMBERLEY ROAD,4 Eastbourne,Eastbourne,13200771,4b,1440U2246_/0010,0,986,531,20
99,188,U2243,M105,2,6.5,30,UU,BRANSTON ROAD,4 Eastbourne,Eastbourne,13200773,4b,1440U2243_/0070,0,996,763,20
99,188,U7321,M105,2,6.5,30,UU,DUTCHELLS WAY,3 Wealden,Willingdon and Jevington,42702669,4b,1440U7321_/0010,0,1,535,20
99,189,U7342,M105,2,6.5,30,UU,SPUR ROAD,3 Wealden,Polegate,42702183,4b,1440U7342_/0110,0,1,584,19
99,190,U2250,M105,2,6.5,30,UU,HOLLY PLACE,4 Eastbourne,Eastbourne,13200807,4b,1440U2250_/0080,0,746,852,20
99,193,U2234,M105,2,6.5,30,UU,SACKVILLE ROAD,4 Eastbourne,Eastbourne,42701153,4b,1440U2234_/0070,0,1,425,27
99,192,U2082,M105,2,6.5,30,UU,RUSHLAKE CRESCENT,4 Eastbourne,Eastbourne,13200724,4b,1440U2082_/0142,0,6,523,21
99,194,U2243,M105,2,6.5,30,UU,TIMBERLEY ROAD,4 Eastbourne,Eastbourne,13200776,4b,1440U2243_/0050,0,6,63,20
99,195,U2238,M105,2,6.5,30,UU,BRAND ROAD,4 Eastbourne,Eastbourne,13200912,4b,1440U2238_/0020,0,996,46,20
99,196,U2245,M105,2,6.5,30,UU,ROFFREY AVENUE,4 Eastbourne,Eastbourne,13200709,4b,1440U2245_/0010,0,996,479,20
99,198,U2075,M105,2,6.5,30,UU,BUTTS LANE,4 Eastbourne,Eastbourne,13200755,4b,1440U2075_/0050,0,941,288,20
99,197,U7342,M105,2,6.5,30,UU,CHESTNUT DRIVE,3 Wealden,Polegate,42701469,4b,1440U7342_/0050,0,1,756,19
99,198,U2356,M105,2,6.5,30,UU,JORDANS LANE EAST,4 Eastbourne,Eastbourne,13201188,4b,1440U2356_/0010,0,226,747,20
99,198,U7947,M105,2,6.5,30,UU,WENTHILL GARDENS,3 Wealden,Willingdon and Jevington,42701500,4b,1440U7947_/0010,0,6,895,20
99,198,U7733,M105,2,6.5,30,UU,MORTIMER GARDENS,3 Wealden,Willingdon and Jevington,42701488,4b,1440U7733_/0040,0,1,615,19
99,198,U2243,M105,2,6.5,30,UU,CHELWORTH ROAD,4 Eastbourne,Eastbourne,13200774,4b,1440U2243_/0030,0,996,526,20
99,200,U7935,M105,2,6.5,30,UU,GLEN CLOSE,3 Wealden,Willingdon and Jevington,42701485,4b,1440U7935_/0010,0,1,931,19
99,204,U2228,M105,2,6.5,30,UU,MANOR ROAD,4 Eastbourne,Eastbourne,42701153,4b,1440U2228_/0070,0,151,928,27
99,205,U2243,M105,2,6.5,30,UU,MAPLEHURST ROAD,4 Eastbourne,Eastbourne,13200912,4b,1440U2243_/0040,0,1,638,20
99,206,U2082,M105,2,6.5,30,UU,TWINEHAM ROAD,4 Eastbourne,Eastbourne,13200716,4b,1440U2082_/0080,0,1,516,21
99,208,U2078,M105,2,6.5,30,UU,RUSKIN ROAD,4 Eastbourne,Eastbourne,13200761,4b,1440U2078_/0030,0,191,884,20
99,209,U7733,M105,2,6.5,30,UU,PADDOCK GARDENS,3 Wealden,Willingdon and Jevington,42701487,4b,1440U7733_/0020,0,1,130,19
99,209,U7732,M105,2,6.5,30,UU,BROAD ROAD,3 Wealden,Willingdon and Jevington,42701505,4b,1440U7732_/0026,0,996,484,19
99,210,U2074,M105,2,6.5,30,UU,OLD MANSION CLOSE,4 Eastbourne,Eastbourne,13200749,4b,1440U2074_/0010,0,646,122,20
99,210,U2075,M105,2,6.5,30,UU,WEDDERBURN ROAD,4 Eastbourne,Eastbourne,13200752,4b,1440U2075_/0070,0,1,484,20
99,209,U2250,M105,2,6.5,30,UU,BROOM CLOSE,4 Eastbourne,Eastbourne,13200809,4b,1440U2250_/0010,0,996,845,20
99,210,U7737,M105,2,6.5,30,UU,BERNHARD GARDENS,3 Wealden,Polegate,42701477,4b,1440U7737_/0010,0,751,726,19
99,214,U2246,M105,2,6.5,30,UU,CHATFIELD CRESCENT,4 Eastbourne,Eastbourne,13200681,4b,1440U2246_/0060,0,866,801,20
99,217,U2239,M105,2,6.5,30,UU,FAYGATE ROAD,4 Eastbourne,Eastbourne,13200701,4b,1440U2239_/0100,0,1,515,20
99,218,U2239,M105,2,6.5,30,UU,BRASSEY AVENUE,4 Eastbourne,Eastbourne,13200903,4b,1440U2239_/0020,0,991,357,20
99,223,U2234,M105,2,6.5,30,UU,FRENCHGATE ROAD,4 Eastbourne,Eastbourne,13200668,4b,1440U2234_/0020,0,996,417,27
99,226,U2075,M105,2,6.5,30,UU,BUCKHURST CLOSE,4 Eastbourne,Eastbourne,13200753,4b,1440U2075_/0080,0,891,254,20
99,228,U7733,M105,2,6.5,30,UU,MILL STREAM GARDENS,3 Wealden,Willingdon and Jevington,42701489,4b,1440U7733_/0050,0,1,10,19
99,228,U2221,M105,2,6.5,30,UU,WILLINGDON DROVE,4 Eastbourne,Eastbourne,13200030,4b,1440U2221_/0020,0,911,333,27
99,228,U2221,M105,2,6.5,30,UU,WILLINGDON DROVE,4 Eastbourne,Eastbourne,32500396,4b,1440U2221_/0030,0,681,617,27
99,229,U2235,M105,2,6.5,30,UU,PERCIVAL CRESCENT,4 Eastbourne,Eastbourne,13200681,4b,1440U2235_/0030,0,1,515,27
99,231,U2229,M105,2,6.5,30,UU,MIDHURST ROAD,4 Eastbourne,Eastbourne,13200674,4b,1440U2229_/0010,0,6,407,27
99,232,U2236,M104,2,6.5,30,UU,BRASSEY AVENUE,4 Eastbourne,Eastbourne,13200903,4a,1440U2236_/0031,0,41,811,20
99,234,U2221,M105,2,6.5,30,UU,WILLINGDON DROVE,4 Eastbourne,Eastbourne,32500396,4b,1440U2221_/0015,0,1,545,27
99,235,U2221,M105,2,6.5,30,UU,WILLINGDON DROVE,4 Eastbourne,Eastbourne,13200030,4b,1440U2221_/0025,0,996,517,27
99,236,U7934,M105,2,6.5,30,UU,DOWNS VALLEY ROAD,3 Wealden,Willingdon and Jevington,42701932,4b,1440U7934_/0020,0,996,725,19
99,236,U7946,M105,2,6.5,30,UU,HAMLANDS LANE,3 Wealden,Willingdon and Jevington,42701935,4b,1440U7946_/0010,0,1,535,20
99,237,U2257,M105,2,6.5,30,UU,PARK AVENUE,4 Eastbourne,Eastbourne,13200728,4b,1440U2257_/0010,0,1,553,21
99,238,U2228,M105,2,6.5,30,UU,LAKELANDS CLOSE,4 Eastbourne,Eastbourne,42701153,4b,1440U2228_/0020,0,996,521,27
99,238,U2229,M105,2,6.5,30,UU,IDEN STREET,4 Eastbourne,Eastbourne,13200678,4b,1440U2229_/0040,0,996,780,27
99,241,U7956,M105,2,6.5,30,UU,COMBE RISE,3 Wealden,Willingdon and Jevington,42701960,4b,1440U7956_/0010,0,6,121,20
99,242,U2230,M105,2,6.5,30,UU,THE HYDNEYE,4 Eastbourne,Eastbourne,13200901,4b,1440U2230_/0040,0,6,648,27
99,244,U2075,M105,2,6.5,30,UU,BABYLON WAY,4 Eastbourne,Eastbourne,13200746,4b,1440U2075_/0020,0,941,977,20
