Section_ID,Chainage,_1000,_2000,_3000,_4000,SectionID,Direction,StartCh,EndCh,Length
Section,483.0,0,0,0,7,1440U5060_/0010,R,340,360,20
Section,484.0,0,0,0,7,1440U5060_/0010,R,340,360,20
Section,485.0,0,0,0,7,1440U5060_/0010,R,340,360,20
Section,486.0,0,0,0,7,1440U5060_/0010,R,340,360,20
Section,487.0,0,0,0,0,1440U5060_/0010,R,340,360,20
Section,488.0,0,0,0,0,1440U5060_/0010,R,340,360,20
Section,489.0,0,0,0,0,1440U5060_/0010,R,340,360,20
Section,490.0,0,0,0,0,1440U5060_/0010,R,340,360,20
Section,491.0,0,0,0,0,1440U5060_/0010,R,340,360,20
Section,492.0,0,0,0,0,1440U5060_/0010,R,340,360,20
Section,493.0,0,0,0,0,1440U5060_/0010,R,340,360,20
Section,494.0,6,0,0,0,1440U5060_/0010,R,340,360,20
Section,494.0,6,0,0,0,1440U5060_/0010,R,360,380,20
Section,495.0,6,0,0,0,1440U5060_/0010,R,360,380,20
Section,496.0,6,0,0,0,1440U5060_/0010,R,360,380,20
Section,497.0,0,0,0,0,1440U5060_/0010,R,360,380,20
Section,498.0,0,0,0,0,1440U5060_/0010,R,360,380,20
Section,499.0,0,0,0,0,1440U5060_/0010,R,360,380,20
Section,500.0,6,6,0,0,1440U5060_/0010,R,360,380,20
Section,501.0,6,6,0,0,1440U5060_/0010,R,360,380,20
Section,502.0,6,6,0,0,1440U5060_/0010,R,360,380,20
Section,503.0,6,6,0,0,1440U5060_/0010,R,360,380,20
Section,504.0,6,6,0,0,1440U5060_/0010,R,360,380,20
Section,505.0,6,6,0,0,1440U5060_/0010,R,360,380,20
Section,506.0,6,6,0,0,1440U5060_/0010,R,360,380,20
Section,507.0,6,6,0,0,1440U5060_/0010,R,360,380,20
Section,508.0,0,0,0,0,1440U5060_/0010,R,360,380,20
Section,509.0,0,0,0,0,1440U5060_/0010,R,360,380,20
Section,510.0,0,0,0,0,1440U5060_/0010,R,360,380,20
Section,511.0,6,0,0,0,1440U5060_/0010,R,360,380,20
Section,512.0,6,0,0,0,1440U5060_/0010,R,360,380,20
Section,513.0,6,0,0,0,1440U5060_/0010,R,360,380,20
Section,514.0,6,0,0,0,1440U5060_/0010,R,360,380,20
Section,514.0,6,0,0,0,1440U5060_/0010,R,380,400,20
Section,515.0,6,0,0,0,1440U5060_/0010,R,380,400,20
Section,516.0,0,0,0,0,1440U5060_/0010,R,380,400,20
Section,517.0,0,0,0,0,1440U5060_/0010,R,380,400,20
Section,518.0,6,0,0,0,1440U5060_/0010,R,380,400,20
Section,519.0,6,0,0,0,1440U5060_/0010,R,380,400,20
Section,520.0,6,0,0,0,1440U5060_/0010,R,380,400,20
Section,521.0,0,0,0,0,1440U5060_/0010,R,380,400,20
Section,522.0,0,0,0,0,1440U5060_/0010,R,380,400,20
Section,523.0,0,0,0,0,1440U5060_/0010,R,380,400,20
Section,524.0,0,0,0,0,1440U5060_/0010,R,380,400,20
Section,525.0,0,0,0,0,1440U5060_/0010,R,380,400,20
Section,526.0,0,0,0,0,1440U5060_/0010,R,380,400,20
Section,527.0,0,0,0,0,1440U5060_/0010,R,380,400,20
